clinic_name,specialty,address,lat,lng,phone
中壢竹善堂中醫診所,tcm_general,桃園市中壢區中央西路１段３９、４１、４３號２－３樓,,,03-4229933
中壢聯新診所,pediatrics,桃園市中壢區福州路２１號１、２樓,,,03-4379595
中壢長榮醫院,pediatrics,桃園市中壢區環中東路１５０號,,,03-4631230
中壢雅德思牙醫診所,dentistry,桃園市中壢區健行路１７８號１樓,,,03-4288728
中壢雲天牙醫診所,dentistry,桃園市中壢區中豐路２１６號１樓至３樓,,,03-4250801
中壢風澤中醫診所,tcm_general,桃園市中壢區延平路５１７號１樓,,,03-4256375
中壢高美泌尿科診所,general_clinic,桃園市中壢區中山路１９５號１樓,,,03-2806999
中外家醫診所,family_medicine,新北市新店區北新路２段１７６、１７８號１樓,,,02-89111711
中大身心診所,psychiatry,臺中市太平區振福路３３８號１樓,,,04-23951618
中央公園精品牙醫診所,dentistry,臺北市大安區信義路３段１４７巷１１弄１９號,,,02-23250199
中央聯合診所(原為中央復健診所),rehabilitation,新竹縣竹東鎮信義路１４５號,,,03-5966100
中安牙醫診所,dentistry,高雄市小港區中安路５９０號１樓,,,07-7917555
中山一日誠臻牙醫診所,dentistry,臺北市大同區南京西路６５號（實際營業樓層：２、３樓）,,,02-25553085
中山中醫診所,tcm_general,苗栗縣苗栗市為公路１７５、１７７號１樓,,,037-266321
中山內兒科診所,pediatrics,彰化縣彰化市萬壽里中正路二段１８２號,,,04-7248428
中山婦產科診所,obstetrics_gynecology,臺北市萬華區桂林路１１４號,,,02-23080316
中山抱抱心身醫學診所,psychiatry,臺北市大同區承德路１段１０５號５樓,,,02-25590381
中山民權王耳鼻喉科診所,otolaryngology,臺北市中山區中山北路２段１６６號之２,,,02-25948758
中山牙醫診所,dentistry,基隆市中山區中山一路１９號,,,02-24250430
中山牙醫診所,dentistry,宜蘭縣宜蘭市神農里和睦路２３－２號,,,03-9363373
中山牙醫診所,dentistry,彰化縣二林鎮西平里中山路１２９號,,,04-8968085
中山牙醫診所,dentistry,新北市中和區中山路２段２巷３弄４號,,,02-22490497
中山牙醫診所,dentistry,苗栗縣頭份市和平里中山路２３號,,,037-663134
中山牙醫診所,dentistry,高雄市美濃區中正路一段２４號,,,07-6810926
中山美麗馨診所,general_clinic,臺北市中山區錦州街４２３號１樓,,,02-25068890
中山耳鼻喉科診所,otolaryngology,高雄市鳳山區縣口里中正路５１號,,,07-7462424
中山診所,otolaryngology,屏東縣內埔鄉中林路３６號,,,08-7709798
中山診所,general_clinic,桃園市中壢區中山路３０號,,,03-4256788
中山診所,rehabilitation,臺南市永康區永康里中山南路１１９巷８號１樓,,,06-3020330
中山診所,ophthalmology,高雄市左營區博愛二路３６２號１樓、２樓,,,07-5509000
中山身心診所,general_clinic,花蓮縣花蓮市國聯一路２１５號,,,03-8315589
中山適康復健科診所,rehabilitation,臺北市中山區龍江路２６８號（１樓）、２７０號２樓之１,,,02-25155150
中山醫學大學附設醫院,tcm_general,臺中市南區建國北路一段１１０號,,,04-24739595
中山醫學大學附設醫院中興分院,tcm_general,臺中市南區復興路２段１１號,,,04-22621652
中山醫療社團法人中山醫院,pediatrics,臺北市大安區仁愛路４段１１２巷１１號、１２號,,,02-27081166
中山顧家泌尿科診所,urology,臺北市中山區中山北路２段９９號２樓,,,02-25216299
中山骨科診所,general_surgery,新北市蘆洲區中山二路５１號１、２樓,,,02-82835189
中崙國際診所,general_surgery,臺北市中山區八德路２段３０３號１樓３０５號３０７號１樓２樓,,,02-27711501
中崙診所,general_clinic,高雄市鳳山區老爺里中崙四路２６號,,,07-7533427
中州牙醫診所,dentistry,臺中市西屯區中工三路６３號１樓,,,04-23586186
中平耳鼻喉科診所,otolaryngology,新北市新莊區中平路２９號１樓、３１號１樓及２樓、３３號２樓,,,02-29977307
中庚聯合診所,general_clinic,臺中市豐原區陽明里信義街２６巷７號,,,04-25295766
中庚診所,internal_medicine,桃園市中壢區忠孝路１６２號１樓、２樓及３樓,,,03-4550033
中心內兒科診所,pediatrics,高雄市鳳山區光明里中正路１１８號,,,07-7468153
中心牙醫診所,dentistry,南投縣埔里鎮中山路２段１３３–１號１樓,,,049-2420555
中心牙醫診所,dentistry,新北市板橋區中山路２段３０８號,,,02-29515959
中心牙醫診所,dentistry,新竹市東區北大路７６號,,,03-5152786
中心牙醫診所,dentistry,桃園市中壢區中正路１７９號,,,03-4220268
中心牙醫診所,dentistry,臺南市北區和順里公園南路３７６號１樓,,,06-2237288
中心牙醫診所,dentistry,花蓮縣花蓮市主商里１２鄰光復街３７號,,,03-8320868
中心牙醫診所,dentistry,苗栗縣通霄鎮通西里５鄰和平路４６號,,,037-753521
中心診所,general_surgery,南投縣南投市仁和里彰南路二段５０號,,,049-2222470
中心診所,general_clinic,新北市新莊區中港路３２１號１樓,,,02-22765992
中心診所,orthopedics,花蓮縣吉安鄉中央路三段５６６號,,,03-8460656
中心診所,general_clinic,苗栗縣苗栗市青苗里５鄰中正路６３２號２樓,,,037-358988
中心診所醫療財團法人中心綜合醫院,pediatrics,臺北市大安區忠孝東路４段７７號,,,02-27510221
中悅牙醫診所,oral_maxillofacial_surgery,新北市林口區文化二路１段５３１號１、２樓,,,02-26009809
中悅牙醫診所,dentistry,桃園市八德區義勇街２７號１、２、３、５樓及２９號１樓,,,03-3777222
中悅牙醫診所,dentistry,臺中市太平區宜昌路５０８號１、２樓,,,04-22702998
中慎診所,internal_medicine,桃園市中壢區中山東路二段５２５號之７,,,03-4370090
中文內科小兒科診所,pediatrics,新北市新店區北新路３段１６９號,,,02-29141010
中文牙醫診所,dentistry,臺中市大甲區五福街２０號,,,04-26876357
中新小兒科聯合診所,pediatrics,桃園市中壢區東興里中北路二段５４號,,,03-4682832
中新診所,family_medicine,臺中市豐原區頂街里中正路１３６號,,,04-25227308
中日牙醫診所,dentistry,臺南市安平區校前里安平路３５之２號,,,06-2212265
中日美聯合牙醫診所,dentistry,臺北市大安區和平東路３段５１號,,,02-27002387
中明牙醫診所,dentistry,臺北市中正區汀州路１段２３５號,,,02-23016366
中東身心醫美診所,psychiatry,屏東縣潮州鎮三共里北門路２４８號,,,08-7894225
中欣診所,general_clinic,新北市汐止區中興路２０２號１樓,,,02-26941000
中正牙醫診所,dentistry,高雄市苓雅區正言路６９號１樓,,,07-7162277
中正眼科診所,ophthalmology,桃園市桃園區中正路５１５號１樓、２樓,,,03-3377998
中正美學牙醫診所,dentistry,臺南市白河區永安里中正路１６５號１樓,,,06-6852288
中正耳鼻喉科診所,otolaryngology,桃園市桃園區中正路５３５號１樓,,,03-3379798
中正耳鼻喉科診所,otolaryngology,臺南市永康區正強里正強街２３１號及２３３號１－２樓,,,06-2333566
中正脊椎骨科醫院,internal_medicine,高雄市前金區中正四路９９號１樓及１００號地下１樓至地上１３樓,,,07-2855999
中正診所,general_clinic,新北市板橋區金華街２１巷４號,,,02-29609629
中正診所,pediatrics,花蓮縣花蓮市中正路１７０號１樓,,,03-8316655
中正頤光中醫診所,tcm_general,新北市新店區中正路３１４號,,,02-29180195
中永和身心精神科診所,psychiatry,新北市永和區中正路５５８號１、２樓,,,02-29291555
中清牙醫診所,dentistry,高雄市苓雅區五福里憲政路７３號,,,07-7215623
中清診所,internal_medicine,臺中市北屯區中清路２段４３３號１樓,,,04-22919259
中清誠心診所,otolaryngology,臺中市北屯區中清路二段３５０號１樓,,,04-22980350
中漢良中醫診所,tcm_general,臺北市中山區長安東路２段２０２號（１樓）,,,09-78916150
中研耳鼻喉科診所,otolaryngology,臺北市南港區研究院路２段３－９號１樓,,,02-27883861
中祥醫院,internal_medicine,新北市中和區中山路二段３５９巷２號、４號、６號,,,02-22405055
中禾堂中醫診所,tcm_general,新北市中和區新生街２８７號１樓,,,02-22230505
中科好晴天身心診所,psychiatry,臺中市大雅區中清路四段１５號２、３樓,,,04-25602337
中科慧雯大學眼科診所,ophthalmology,臺中市西屯區西屯路三段１６４之２１號地下１樓、１樓、２樓,,,04-24633919
中科美學牙醫診所,dentistry,臺中市西屯區西屯路三段１６６－８１號１、２、３樓,,,04-24629898
中科茱麗葉診所,general_surgery,臺中市西屯區福安路６８號１樓、夾層,,,04-24637873
中科診所,internal_medicine,臺中市西屯區福科路６１８號１樓、２樓、３樓,,,04-24627833
中美中醫診所,tcm_general,新竹縣竹東鎮商華里商華街４９號,,,03-5953949
中美偕診所,internal_medicine,臺中市西區昇平里中美街１４５號,,,04-23014008
中美牙醫診所,dentistry,新北市瑞芳區明燈路３段３４號,,,02-24972448
中美牙醫診所,dentistry,臺北市士林區忠誠路２段６４號３樓,,,02-28312206
中美醫院,pediatrics,桃園市中壢區中美路９５號１－３樓(含1樓夾層),,,03-4266222
中義中醫診所,tcm_general,臺南市南區國宅里金華路二段３３巷４０號,,,06-2610230
中興中醫診所,tcm_general,桃園市楊梅區文化街122號1樓,,,03-4810347
中興大愛中醫診所,tcm_general,南投縣南投市學藝路５號,,,049-2331339
中興牙醫診所,dentistry,嘉義市西區中興路２９７號,,,05-2329197
中興牙醫診所,dentistry,宜蘭縣羅東鎮中正路２１２號,,,03-9550245
中興牙醫診所,dentistry,屏東縣內埔鄉內埔村中興路１３７號,,,08-7792197
中興牙醫診所,dentistry,臺中市太平區中興路１５２號,,,04-22708048
中興牙醫診所,dentistry,臺南市西區保良里府前路二段２３號,,,06-2284763
中興璞玥牙醫診所,dentistry,臺中市大里區中興路二段１０９－５號１樓、２樓,,,04-37073150
中興診所,family_medicine,臺東縣臺東市更生北路１９５號１樓,,,089-232918
中英牙醫診所,dentistry,臺中市北區賴興里北平路二段１０１號,,,04-22930381
中英診所,general_clinic,彰化縣田中鎮南路里員集路２段３４２號,,,04-8762021
中英診所,internal_medicine,臺中市豐原區中正路１９３號１－５樓,,,04-25131680
中英診所,pediatrics,雲林縣北港鎮文化路５６號,,,05-7822191
中英醫療社團法人中英醫院,internal_medicine,新北市板橋區文化路１段１９６號１－４樓,,,02-22563584
中英醫療社團法人板英醫院,internal_medicine,新北市板橋區文化路１段２６７、２６９、２７１號１－４樓,,,02-82513923
中華博士診所,internal_medicine,臺中市清水區中華路６３３號２樓,,,04-26282417
中華民國防癆協會第一胸腔病防治所,internal_medicine,臺北市大同區民權西路１０４號２樓,,,02-25577221
中華民國防癌篩檢中心醫療財團法人,pathology,臺北市大安區復興南路１段２８７號７樓之１,,,02-27014936
中華汽車工業股份有限公司醫務室,family_medicine,桃園市楊梅區秀才路６１８號,,,03-4783191
中華牙醫診所,dentistry,新北市樹林區中華路２３９號１樓,,,02-86841216
中華牙醫診所,dentistry,臺南市永康區中華里中華路２６號１、２樓,,,06-3122118
中華誠康診所,internal_medicine,臺南市永康區西橋里中華路７７７號１樓,,,06-3029110
中豐中醫診所,tcm_general,桃園市龍潭區中豐路338號1樓,,,03-4707745
中豐牙醫診所,dentistry,桃園市平鎮區中豐路南勢二段１９號１樓、２１號１樓,,,03-4396788
中路正光中醫診所,tcm_general,桃園市桃園區正光路５０３號、５０５號１樓,,,03-2150818
中道牙醫診所,dentistry,彰化縣溪州鄉瓦厝村中山路３段４２１、４２３號１樓,,,04-8897072
中部科學園區牙醫診所,dentistry,臺中市大雅區中科路６之６號１樓,,,04-25606712
中部科學工業園區中醫診所,tcm_general,臺中市大雅區中科路６之６號,,,04-25606712
中部科學工業園區員工診所,family_medicine,臺中市大雅區中科路６之６號１樓,,,04-25606712
中醫林中醫診所,tcm_general,臺南市南區省躬里明興路８７５號１樓,,,06-2961298
中龍員工診所,family_medicine,臺中市龍井區龍昌路１００號１樓,,,04-26306088
丰尚整形外科診所,plastic_surgery,臺南市南區健康路１段４０３號１樓,,,06-2921388
丰尚牙醫診所,dentistry,新北市三重區三信路２９、３１號１樓,,,02-28574911
丰禾牙醫診所,dentistry,新北市三重區三信路１８２號１樓及夾層,,,02-28577266
丰聯診所,general_clinic,高雄市大樹區久堂里建村街７４號,,,07-6519312
丰荷中醫診所,tcm_general,新北市林口區文化北路１段５４０號１樓,,,02-26000104
丰荷牙醫診所,dentistry,新北市永和區保平路２３６巷１５弄２號１樓,,,02-29263303
丰辰診所,internal_medicine,臺中市潭子區潭興路三段１１０號１樓,,,04-25350967
丰采牙醫診所,dentistry,臺北市內湖區內湖路２段３９１號１樓及４８４號３樓,,,02-27903265
丰采美學牙醫診所,dentistry,新北市新店區中央路２１０－１號１樓、２樓,,,02-22190055
丸山診所,general_clinic,彰化縣秀水鄉中山路３５７號,,,04-7685366
丹提斯牙醫診所,dentistry,高雄市楠梓區右昌街３１８號１樓,,,07-3600985
丹提斯特牙醫診所,dentistry,新竹縣竹北市成功十一街１２６號,,,03-6682828
丹迪士牙醫診所,dentistry,彰化縣彰化市光復里長安街５２號１、２樓,,,04-7273300
丹鳳至祥診所,general_clinic,新北市新莊區富國路５３號１樓、２樓,,,02-29038866
主在診所,family_medicine,臺南市永康區中華里中華路８－６號１、２樓,,,06-3117077
主安中醫診所,tcm_general,臺中市西屯區河南路２段３５７號１樓,,,04-27033118
主安診所,general_clinic,臺南市麻豆區保安里博愛路１－８號,,,06-5724427
主恩中醫診所,tcm_general,臺南市北區振興里開元路１８２號１樓,,,06-2750299
主恩復健科診所,rehabilitation,高雄市三民區天祥一路１９９號１－２樓,,,07-3101090
主恩牙醫診所,dentistry,高雄市鳥松區鳥松里中正路３２７號,,,07-7311876
主恩診所,family_medicine,新北市三峽區大同路９８－２號１樓,,,02-26714328
主悅診所,family_medicine,臺中市南屯區干城街２６９號１樓,,,04-22540711
主愛心靈診所,psychiatry,臺北市大安區羅斯福路３段２６９巷３９號１樓,,,02-23651224
久久牙醫診所,dentistry,臺北市萬華區萬大路３８５號１樓,,,02-23059990
久仁泌尿科診所,urology,高雄市鳳山區文平街１８號１樓,,,07-7776883
久大中醫診所,tcm_general,臺中市豐原區田心里大明路２２號,,,04-25293445
久大牙醫診所,dentistry,新北市中和區中山路２段３巷２號１樓,,,02-82458136
久大牙醫診所,dentistry,桃園市桃園區長美里民族路１４０號,,,03-3390225
久大牙醫診所,dentistry,臺北市中山區新生北路３段８７巷１７號１樓,,,02-25935439
久恆牙醫診所,dentistry,臺北市松山區民生東路５段９３號,,,02-37652255
久敦牙醫診所,dentistry,新北市三重區中正北路３４２號,,,02-29849747
久曲堂中醫診所,tcm_general,高雄市大樹區久堂里建村街１０４、１０６號,,,07-6512926
久瑞復健科診所,rehabilitation,臺北市中正區仁愛路２段２１號、２１之１號、２３號,,,02-23979060
久留媄診所,pediatrics,臺南市安南區溪墘里海佃路１段１９６號１樓,,,06-2800178
久美牙醫診所,dentistry,新北市板橋區國光路６３號（１樓）,,,02-22721095
之恩堂中醫診所,tcm_general,臺中市北區英才路１３０號１樓,,,04-22030214
之華中醫診所,tcm_general,臺北市信義區信義路６段３３巷３號（實際營業地址：１樓）,,,02-27272918
之門牙醫診所,dentistry,花蓮縣花蓮市民政里３１鄰中美路１１１之１號,,,03-8246808
乙仁中醫診所,tcm_general,桃園市楊梅區萬大路6號,,,03-4316230
乙仁中醫診所,tcm_general,臺中市潭子區頭家里頭張路一段４３號,,,04-25356385
乙元中醫診所,tcm_general,高雄市鳳山區建國路二段５９－１號１樓,,,07-7193216
乙皓中醫診所,tcm_general,臺中市豐原區圓環北路一段１８４號１樓,,,04-25283168
乙馨診所,orthopedics,桃園市中壢區林森路１７２號１樓至２樓及１７４號１樓至２樓,,,03-4683535
九之牙醫診所,dentistry,臺北市中山區龍江路２０２號,,,02-25019665
九和堂中醫診所,tcm_general,新北市新莊區雙鳳路４１號１樓,,,02-29962088
九品中醫診所,tcm_general,臺中市西屯區青海路１段１５４號１．２樓,,,04-23159191
九大九如診所,internal_medicine,高雄市三民區九如二路３３１號１樓,,,07-3210999
九大五甲診所,internal_medicine,高雄市鳳山區五甲二路３４８號１－２樓,,,07-7276789
九大牙醫診所,dentistry,臺北市中正區忠孝東路２段９６號１樓,,,02-23935167
九大聯合診所,general_clinic,高雄市楠梓區建楠路２１５號１、２樓,,,07-3531510
九大自由診所,internal_medicine,高雄市左營區自由三路４１０號１樓,,,07-3591963
九如中醫診所,tcm_general,高雄市三民區九如二路 ４５６號１樓、４５８號１樓,,,07-3220322
九如聯合診所,family_medicine,新北市三重區仁愛街７５３號１樓,,,02-28575600
九宜診所,general_clinic,新北市新店區北宜路１段５２號１樓,,,02-89147665
九曲堂牙醫診所,dentistry,高雄市大樹區久堂里建村街２７號,,,07-6521234
九歌牙醫診所,dentistry,新竹市北區武陵里東大路二段１８８號,,,03-5341616
九登牙醫診所,dentistry,桃園市桃園區永安路２１７號１樓,,,03-3318393
九翌復健科診所,rehabilitation,臺南市北區公園南路３５８號１樓,,,06-2225555
乾乙堂中醫診所,tcm_general,臺中市太平區新明街48號,,,04-23915606
乾元中醫診所,tcm_general,嘉義縣太保市後潭里後潭４０９號,,,05-3712888
乾坤堂中醫診所,tcm_general,桃園市中壢區石頭里康樂路１號,,,03-4229887
乾淨中醫診所,tcm_general,臺南市東區小東里東安路２９４號１樓,,,06-2756767
乾祐診所,general_clinic,新北市蘆洲區中正路１１９號,,,02-82862232
予生診所,otolaryngology,新北市三重區三和路４段３６４號１樓,,,02-22806280
二崙台全診所,family_medicine,雲林縣二崙鄉崙西村中山路１１９號,,,05-5981111
二林四季皮膚科診所,dermatology,彰化縣二林鎮南光里儒林路二段３１０號,,,04-8958678
二林大謙牙醫診所,dentistry,彰化縣二林鎮中正路２２號１樓、２樓,,,04-8950000
二林牙醫診所,dentistry,彰化縣二林鎮斗苑路５段２２６號,,,04-8969922
二林綜祐診所,internal_medicine,彰化縣二林鎮中正路６號,,,04-8952991
于慶功診所,pediatrics,嘉義市西區友忠路５０９巷５號１樓,,,05-2343000
于賓診所,general_surgery,臺北市大安區忠孝東路３段３０５號７樓之３、４、５、６,,,02-27215996
五乙中醫診所,tcm_general,高雄市楠梓區興楠路１７號,,,07-3526051
五塊厝診所,internal_medicine,高雄市苓雅區三多一路１３９．１４１號一樓,,,07-7614545
五州中醫診所,tcm_general,花蓮縣花蓮市中正路３８０號２樓,,,03-8362189
五明中醫診所,tcm_general,臺中市西區向上北路１８８號１樓,,,04-23028728
五權嘉康中醫診所,tcm_general,臺中市西區五權路１１７號１樓、２樓,,,04-22069723
五洲牙醫診所,dentistry,臺北市北投區中和街３０９號,,,02-28911432
五甲大和牙醫診所,dentistry,高雄市鳳山區五甲二路９９號２樓,,,07-7686677
五甲天民泌尿科診所,urology,高雄市鳳山區善美里保泰路２９６號１－２樓,,,07-7211910
五甲心靈診所,psychiatry,高雄市鳳山區五甲三路７５號３－４樓,,,07-8412588
五甲美膚診所,general_clinic,高雄市鳳山區龍成路１１號,,,07-8210070
五甲銘仁牙醫診所,dentistry,高雄市鳳山區鎮南街１１４號,,,07-8215411
五甲馬光中醫診所,tcm_general,高雄市鳳山區五甲二路２７６號１－３樓,,,07-7275276
五福中醫診所,tcm_general,高雄市新興區五福二路３５號１樓,,,07-2816800
五福牙醫診所,dentistry,宜蘭縣五結鄉五結路２段３８９號１樓,,,03-9602025
五福牙醫診所,dentistry,屏東縣里港鄉大平村中山路６７號,,,08-7752071
五福診所,ophthalmology,宜蘭縣羅東鎮中正路１０８號,,,03-9542344
五福診所,general_clinic,新北市五股區五福路３９號１樓,,,02-22921615
五福診所,family_medicine,桃園市龍潭區中山里五福街１３號,,,03-4709709
五福診所,general_clinic,高雄市前金區中華四路３１８號１至４樓,,,07-2213933
五福諾貝爾眼科診所,ophthalmology,高雄市新興區五福二路２２２－２號１樓,,,07-2726789
五禾堂中醫診所,tcm_general,臺中市東區自由路４段５１６號１樓,,,04-22138873
五股水碓診所,general_clinic,新北市五股區自強路３６號１樓,,,02-22921516
五股璞和中醫診所,tcm_general,新北市五股區成泰路３段３１１號１樓,,,02-22926620
五華牙醫診所,dentistry,新北市三重區五華街９６號１－３樓,,,02-29712828
五華眼科診所,ophthalmology,新北市三重區五華街８２號１樓,,,02-89852729
五行診所,internal_medicine,彰化縣大村鄉黃厝村１２鄰山腳路２－２７號１樓,,,04-8527603
五餅二魚身心科診所,psychiatry,宜蘭縣羅東鎮林森路１５４之１號１、２樓,,,03-9550705
五龍中醫診所,tcm_general,屏東縣屏東市海豐里金城街４６號,,,08-7366177
井然牙醫診所,dentistry,桃園市桃園區中正五街１３１號１樓及夾層,,,03-3151237
亞中診所,family_medicine,南投縣南投市復興路３０７號,,,049-2227374
亞典牙醫診所,dentistry,臺中市北屯區瀋陽路２段１８１號１樓,,,04-22476695
亞典牙醫診所,dentistry,臺北市大安區復興南路２段８２號２樓之１、８４號２樓,,,02-27081132
亞卓牙醫診所,dentistry,臺北市內湖區東湖路４３巷３２弄１號１樓、２號１樓,,,02-26335511
亞太牙醫診所,dentistry,臺中市豐原區圓環東路２５８－１、２６０號之１、２樓,,,04-25299950
亞太牙醫診所,dentistry,臺北市中山區遼寧街２４號,,,02-27511139
亞太牙醫診所,dentistry,高雄市左營區大順一路３０４號,,,07-5567383
亞得心診所,general_clinic,臺南市東區裕農里裕農路３７５號１樓,,,06-2086896
亞德牙醫診所,dentistry,基隆市安樂區樂利三街２巷９號,,,02-24311000
亞德牙醫診所,dentistry,臺北市大安區羅斯福路３段１７１號３樓,,,02-23621177
亞昕牙醫診所,dentistry,新北市泰山區明志路３段８３號１樓（含夾層）,,,02-29066611
亞柏數位牙醫診所,dentistry,高雄市左營區文直路１７號１－２樓,,,07-3505222
亞欣牙醫診所,dentistry,新北市土城區青雲路２２６號１、２樓,,,02-82622866
亞泰診所,pediatrics,新北市土城區中央路２段２７８巷１６號,,,02-22629878
亞洲大學附屬醫院,tcm_general,臺中市霧峰區福新路２２２號,,,04-37061668
亞產中醫診所,tcm_general,嘉義市東區大街里吳鳳北路２２６號,,,05-2229612
亞緻牙醫診所,dentistry,桃園市中壢區元化路２９２、２９６、２９８號１樓,,,03-4224678
亞緻牙醫診所,dentistry,臺中市清水區中山路３５７號１及２樓,,,04-26221066
亞美光聯合牙醫診所,dentistry,臺北市文山區景美街１－６號１樓及地下１樓,,,02-29337678
亞聯親子診所,general_clinic,桃園市桃園區大興西路２段８２－１號１樓,,,03-3013088
亞致牙醫診所,dentistry,新北市鶯歌區建國路１４２－１號、１４６號１樓,,,02-86776620
亞都診所,general_clinic,新北市中和區連城路５號,,,02-22423090
亞頓牙醫診所,dentistry,臺中市西屯區西屯路３段１６６之３６號１．２樓,,,04-24659199
交感身心診所,psychiatry,臺北市大安區信義路４段１４３號４樓,,,02-77306840
交通部民用航空局航空醫務中心,general_clinic,臺北市松山區敦化北路４０５巷１２３弄１０號,,,02-25456700
亦生堂中醫診所,tcm_general,嘉義市台林街１２２號,,,05-2753865
亨利牙醫診所,dentistry,臺中市清水區忠孝路４６８巷２５號１樓,,,04-26262998
亨利耳鼻喉科診所,otolaryngology,高雄市三民區義華路４１４號,,,07-3854638
亨明眼科診所,ophthalmology,高雄市新興區文昌里六合路１７９號,,,07-2257588
亨木中醫診所,tcm_general,高雄市三民區山東街９４號１樓,,,07-7251776
亨瑞牙醫診所,dentistry,桃園市新屋區中山路２９８之２號１樓及地下１樓,,,03-4772999
亨皓牙醫診所,dentistry,臺北市士林區德行西路１２３號,,,02-28315773
享健達診所,general_clinic,臺南市永康區東橋里東橋七路３７１號１樓,,,06-3021928
享悅牙醫診所,dentistry,金門縣金湖鎮市港三路２３１號１、２樓,,,082-337766
享悅診所,family_medicine,新北市萬里區瑪鍊路３４號１樓,,,02-24928190
享新牙醫診所,dentistry,臺中市北屯區昌平路２段８之５號１樓,,,04-22476366
享美時尚診所,general_clinic,臺南市北區文成里海安路三段２４５號１、２樓,,,06-3588660
享開心身心診所,psychiatry,臺中市豐原區三民路８６號３樓,,,04-25225361
京元中醫診所,tcm_general,臺北市中山區松江路３７８號１樓、３８０號２樓,,,02-25913920
京典牙醫診所,dentistry,新北市蘆洲區中山一路２４５、２４５之１、２４７、２４７之１號,,,02-82855500
京典牙醫診所,dentistry,新竹市東區金山十一街１９號１樓,,,03-6663888
京典牙醫診所,dentistry,臺北市信義區莊敬路２４１號１樓,,,02-87805798
京典牙醫診所,dentistry,苗栗縣竹南鎮博愛街３０２號１樓,,,037-552888
京典美學牙醫診所,dentistry,臺中市西屯區福星路５６９號１樓及２樓,,,04-24528993
京典麗緻診所,pediatrics,苗栗縣竹南鎮博愛街300號1樓,,,037-550660
京冠診所,internal_medicine,臺中市北屯區崇德路２段２５２號１樓,,,04-22471166
京呈牙醫診所,dentistry,彰化縣員林市新生路３２７號、新生路３２５巷２號,,,04-8363677
京品中醫診所,tcm_general,新北市三重區正義南路１５之２號１樓,,,02-29787789
京品牙醫診所,dentistry,新北市板橋區忠孝路９７號,,,02-29642667
京品牙醫診所,dentistry,桃園市桃園區龍安街１７４之１號１樓及夾層,,,03-3698995
京品牙醫診所,dentistry,臺北市北投區石牌路１段３４號１樓２樓,,,02-28273448
京品診所,general_clinic,臺中市西屯區逢甲里西屯路２段２８４–１７號１樓,,,04-27077222
京城眼科診所,ophthalmology,臺南市永康區中山南路４２０號１樓,,,06-3036688
京大牙醫診所,dentistry,屏東縣屏東市信義路１２０－４號,,,08-7331718
京威聯合牙醫診所,dentistry,臺北市內湖區金湖路３７６號１樓,,,02-26307566
京展牙醫診所,dentistry,桃園市蘆竹區南崁路５９號１樓,,,03-3113678
京敦牙醫診所,dentistry,桃園市蘆竹區吉林路１４２號１樓,,,03-2129702
京日牙醫診所,dentistry,新北市永和區永元路８７號１樓,,,02-22331311
京東牙醫診所,dentistry,桃園市大溪區慈湖路７６之１號１－２樓,,,03-3877757
京東牙醫診所,dentistry,臺北市士林區士東路２００巷７０號,,,02-28349541
京水堂中醫診所,tcm_general,臺北市大同區南京西路２２號（３樓）,,,02-25585592
京湛中醫診所,tcm_general,苗栗縣竹南鎮博愛街１５４號１樓,,,037-480003
京湛牙醫診所,dentistry,高雄市左營區華夏路１１３３號１－２樓,,,07-3489053
京澄皮膚專科診所,dermatology,新北市板橋區三民路１段１８１、１８３號（１樓）,,,02-29582777
京澤牙醫診所,dentistry,桃園市桃園區民光東路１０３號１樓及２樓、１０５號１樓及２樓,,,03-3319882
京瑋牙醫診所,dentistry,桃園市桃園區大有路４３２號,,,03-3163126
京硯牙醫診所,dentistry,新北市泰山區明志路１段３８５號１、２樓,,,02-29001860
京硯皮膚科診所,dermatology,臺北市中山區長春路２１０號、２１２號、２１２之１，之２號,,,02-2503-1076
京祺中醫診所,tcm_general,屏東縣屏東市崇智里民族路２７５之５號１樓,,,08-7661113
京禾中醫診所,tcm_general,臺北市大安區復興南路２段１７３之１號２樓,,,02-27099566
京站全人牙醫診所,dentistry,臺北市大同區華陰街５９號１樓、２樓,,,02-25525652
京緯牙醫診所,dentistry,臺中市霧峰區四德路１８之１號,,,04-23301998
京緻牙醫診所,dentistry,桃園市蘆竹區大新路１２３號１樓及２樓,,,03-3233329
京聖中醫診所,tcm_general,臺中市豐原區中山路４３５號１樓,,,04-25256321
京華中醫診所,tcm_general,臺北市中山區松江路９５之１號,,,02-25080936
京華牙醫診所,dentistry,新北市蘆洲區長榮路３７５號,,,02-28470199
京華牙醫診所,dentistry,臺中市北區英才路３８６之３號１樓,,,04-23200133
京華皮膚科診所,dermatology,臺北市松山區八德路３段２３８號,,,02-25701068
京萃美學診所,general_clinic,高雄市左營區富民路２０５號１樓、２樓,,,07-5506699
京辰耳鼻喉科診所,otolaryngology,新北市三重區五華街９２號１樓,,,02-29876226
京都堂中醫診所,tcm_general,新竹市東區林森路１７號１樓,,,03-5256000
京都堂中醫診所,tcm_general,臺北市大安區忠孝東路４段２０５巷２５號１樓、２５號２樓,,,02-27728186
京采牙醫診所,dentistry,桃園市桃園區中正路１３７６號１樓至４樓及６樓,,,03-3171177
