clinic_name,address,phone,specialties
優利牙醫診所,桃園市桃園區大有路356號1樓(含1樓夾層),03-3260021,牙科
優勢皮膚科診所,臺北市南港區玉成街１４０巷１１弄２號,02-26546681,皮膚科
優品牙醫診所,桃園市八德區介壽路一段８９２號１－３樓,03-3663651,牙科
優品牙醫診所,臺北市信義區松山路４８１號,02-23465811,牙科
優客牙醫診所,新北市板橋區吳鳳路１７-１號（１樓）,02-82522500,牙科
優寶婦產科診所,新北市中和區華新街２２號,02-86689519,婦產科
優尚牙醫診所,桃園市桃園區莊敬路一段171號1至2樓,03-3553583,牙科
優幼診所,臺中市北屯區北屯路４３５-１６號１樓,04-22493636,兒科
優康家診所,臺中市南屯區永春東七路８８９號１樓,04-22528787,內科;泌尿科
優式牙醫診所,臺北市信義區和平東路３段２９７號,02-23771598,牙科
優德牙醫診所,臺北市士林區克強路１３之１號,02-28365296,牙科
優政牙醫診所,臺北市中正區南昌路１段１１９號,02-23966985,牙科
優昇診所,宜蘭縣羅東鎮開明里和平路７４號,03-9572333,兒科;家醫科
優格牙醫診所,嘉義市東區中山路１３４號１樓,05-2168168,牙科
優植牙醫診所,宜蘭縣羅東鎮倉前路６２號,03-9553636,牙科
優植牙醫診所,臺中市龍井區新興路５２號１及２樓,04-26522228,牙科
優植牙醫診所,臺北市中山區遼寧街１２８巷１３號（實際營業地址：第１層）,02-25451199,牙科
優比牙醫診所,高雄市鳳山區鳳松路１１８–１號,07-7466039,牙科
優爾視眼科診所,臺北市大安區敦化南路１段２８３號２樓、２樓之１,02-27086609,眼科
優牙牙醫診所,屏東縣屏東市勝利路２５８－１號,08-7345828,牙科
優瑞卡中醫診所,高雄市楠梓區翠屏里翠屏路６號,07-3649780,中醫一般科
優生婦產科診所,新北市板橋區重慶路３０號１樓２樓８樓,02-29562201,婦產科
優生婦產科診所,新竹市東區經國路一段680號,03-5337255,婦產科
優生婦產科診所,臺東縣臺東市南京路１２３號,089-336226,婦產科
優生活牙醫診所,臺北市內湖區文德路１６９號,02-27997373,牙科
優生活美學牙醫診所,臺北市中山區明水路４３７號（１樓）,02-25330060,牙科
優生耳鼻喉科診所,雲林縣斗六市信義里愛國街２－４號,05-5328693,耳鼻喉科
優生聯合婦產科診所,臺中市豐原區中正路２８２號１樓、２樓、３樓、４樓,04-25273395,婦產科
優生醫療社團法人優生醫院,屏東縣屏東市華山里瑞光路三段１０３號,08-7382222,兒科;婦產科
優登牙醫診所,臺北市中正區和平西路１段８８號,02-23658668,牙科
優盛牙醫診所,臺中市南區美村南路５２號１、２、３樓,04-22650799,牙科
優秀牙醫診所,臺北市內湖區內湖路１段６５９號３樓,02-27999955,口腔顎面外科;牙科;齒顎矯正科
優美江牙醫診所,高雄市新興區林森一路１１７號,07-2820497,牙科
優美牙醫診所,基隆市信義區東信路１８８號,02-24656636,牙科
優美牙醫診所,新北市三峽區文化路２６４號３樓,02-26733733,牙科
優美牙醫診所,臺中市南屯區河南路四段４２９－１號１樓,04-22513619,牙科
優美牙醫診所,高雄市仁武區仁武里中正路２３２號,07-3724758,牙科
優群牙醫診所,臺中市北區中清路１段４３１號１樓,04-22080898,牙科
優聖美牙醫診所,臺北市南港區福德街３７３巷３１號１樓,02-26541175,牙科
優良牙醫診所,臺中市大里區永明街２７５號,04-24076966,牙科
優良牙醫診所,臺南市永康區中華路２１－１號１－２樓,06-3121333,牙科
優視全方位眼科診所,新竹縣竹北市仁義路１９８號１樓、夾層、２樓,03-5518555,眼科
優視眼科診所,臺北市中山區民生東路１段３０號２樓,02-25681718,眼科
優視眼科診所,臺南市善化區坐駕里大成路３１９－１號１樓,06-5858855,眼科
優誠牙醫診所,臺中市西屯區福康路１３２號１樓,04-24628088,牙科
優醫五權健康診所,臺中市清水區五權路５９－５號１樓,04-26261285,兒科
優雅心健康診所,臺南市安平區文平里永華路２段３９７號１、２樓,06-2993057,內科
優點診所,臺中市西區美村路一段３４２號１樓,04-23016006,家醫科
儲昭仁耳鼻喉科診所,高雄市三民區九如一路８５４號１樓,07-3890470,兒科;耳鼻喉科
儷人皮膚科診所,澎湖縣馬公市惠民新村２８號,06-9266286,皮膚科
儷寶得信義皮膚科診所,臺北市信義區忠孝東路５段１５巷１５號１樓,02-87872112,皮膚科
儷芯婦產科診所,臺中市北屯區山西路三段２１８號１、２樓,04-24214647,婦產科
允品牙醫診所,臺北市松山區民生東路５段２１號（１樓）,02-27606000,牙科
允安中醫診所,基隆市中山區中和路１６８巷６弄１７號,02-24377030,中醫一般科
允安牙醫診所,新北市中和區景平路６８３號,02-22452844,牙科
允康中醫診所,臺北市內湖區金龍路４１號,02-27961818,中醫一般科
允誠內科診所,臺南市新營區大宏里三民路３７－１號,06-6336277,內科
允赫齒科牙醫診所,彰化縣二林鎮儒林路２段３０６號,04-8969966,牙科
元亨牙醫診所,臺北市內湖區成功路４段４３號２樓、４５號２樓、４１巷２號２樓,02-27926671,牙科
元亨診所,臺中市北屯區松竹路２段３０３號１、２樓,04-22413959,家醫科;復健科;精神科
元佑牙醫診所,臺中市豐原區中山路４１５號１樓,04-25157733,牙科
元佳診所,新北市土城區中央路２段２５３、２５５號３樓,02-22661887,內科
元元診所,高雄市苓雅區青年一路２９５號１樓,07-3383010,外科;神經外科
元助中醫診所,高雄市新興區林森二路一八二號,07-2159388,中醫一般科
元化中醫診所,新北市永和區信義路１０９號１樓,02-22324276,中醫一般科
元化澄品牙醫診所,桃園市中壢區元化路１９號１－４樓,03-4220238,牙科
元吉診所,臺中市大甲區文武路６５號,04-26872012,兒科;家醫科
元和堂中醫診所,南投縣南投市中興新村仁德路５７號,049-2371150,中醫一般科
元和診所,臺中市東勢區豐勢路３１８號１樓,04-25872113,不分科
元和雅診所,高雄市鼓山區中華一路３４７號１－２樓,07-5550056,婦產科;精神科
元品牙醫診所,新北市三重區大榮街３８號１樓,02-89821012,牙科
元品牙醫診所,臺北市松山區饒河街１９８號,02-27473212,牙科
元培健康診所,新竹市香山區香村里元培街３０６號,03-6102249,不分科
元培牙醫診所,桃園市中壢區元化路二段十六號,03-4221245,牙科
元大中醫診所,高雄市鳳山區經武路２０２號１樓,07-7997553,中醫一般科
元大牙醫診所,新北市蘆洲區光華路６８號,02-82825609,牙科
元大牙醫診所,臺中市西屯區何安里甘肅路一段１９０號,04-23171177,牙科
元大牙醫診所,臺中市豐原區豐東路３１７號１樓,04-25154566,牙科
元大耳鼻喉科診所,臺中市西屯區河南路二段三九二號一樓,04-24521268,耳鼻喉科
元天中醫診所,臺北市大安區安和路１段１１２巷１３號,02-27090013,中醫一般科
元如中醫診所,臺中市北區育祥街３１號１樓,04-22363788,中醫一般科
元宇中醫診所,新北市中和區新生街２４１號１樓,02-82267606,中醫一般科
元安中醫診所,新竹市東區食品路４４８號,03-5628567,中醫一般科
元安中醫診所,桃園市八德區介壽路一段786號1樓,03-3660701,中醫一般科
元安中醫診所,臺中市后里區墩北里福音路４８號,04-25572349,中醫一般科
元安診所,雲林縣元長鄉長南村中山路２７號,05-7880678,家醫科
元富牙醫診所,新北市新莊區中港一街３４號（１樓）,02-22777640,牙科
元富牙醫診所,臺中市神岡區五權路８９號,04-25255517,牙科
元富診所,高雄市鳳山區新富路２３７號１．２樓,07-7638666,內科
元康中醫診所,新北市林口區文化二路１段１６８號１樓,02-26089690,中醫一般科
元康牙醫診所,臺北市內湖區康寧路３段１６５巷２３弄３號１樓,02-26313938,牙科
元康牙醫診所,高雄市左營區光興街５８巷１５號１∼２樓,07-5587688,牙科
元康診所,桃園市桃園區中正路２０５號２樓,03-3351225,內科
元復醫院,新北市土城區中央路２段３１８－３２４號１－４樓,02-22661886,內科;家醫科;復健科;骨科
元德牙醫診所,臺北市內湖區新明路３６６號１樓,02-27951234,牙科
元心齋中醫診所,臺中市西屯區河南路２段４１５號１樓,04-24527021,中醫一般科
元懋診所,臺中市豐原區富春里富春街８３號,04-25226132,不分科
元成診所,臺中市西屯區福科路７０２號１樓（部分）、４樓,04-24611188,復健科;神經科
元成診所,高雄市三民區寶業里陽明路８１號１樓,07-3903808,家醫科
元新眼科診所,高雄市三民區民族一路５２１號一樓,07-3480255,眼科
元昌堂中醫診所,臺北市文山區木柵路２段１２７號,02-29360558,中醫一般科
元明眼科診所,新北市淡水區英專路８５號,02-26298178,眼科
元春堂中醫診所,臺中市太平區育賢路１４１號１、２、３樓,04-23931229,中醫一般科
元智牙醫診所,臺南市東區裕農路７０號,06-2088333,牙科
元林診所,臺北市中山區吉林路２３９號３樓、２３９號３樓之１,02-25422508,內科
元森中醫診所,新竹縣竹北市復興三路二段２號１樓,03-6582891,中醫一般科
元榜牙醫診所,臺北市松山區民生東路４段８８號１樓,02-27162512,牙科
元正牙醫診所,高雄市三民區建國路三段４１０號１－２樓,07-7808711,牙科
元氣中醫診所,高雄市鼓山區裕誠路１５０９－６號１樓,07-5522970,中醫一般科
元氣堂中醫診所,臺北市中山區吉林路２２３號,02-25719337,中醫一般科
元氣堂中醫診所,雲林縣虎尾鎮東仁里東明路１２６號１樓、１２６之１號１樓,05-6327568,中醫一般科
元氣復健科診所,臺中市南屯區東興路二段２６８號１樓、２樓、地下１樓,04-24710129,復健科
元氣診所,新北市板橋區遠東路６號（１樓）,02-80713615,復健科
元泉中醫診所,臺南市永康區永康里中山路２１號１樓,06-3020880,中醫一般科
元泰中醫診所,臺中市龍井區遊園南路１３７號,04-26528855,中醫一般科
元泰診所,嘉義縣太保市南新里中山路一段２７７之３號一樓,05-2380567,內科
元泰診所,彰化縣埔心鄉太平村中山路３９號,04-8234549,不分科
元泰診所,新北市汐止區明峰街１０８號１樓,02-26954211,不分科
元泰診所,臺北市中正區羅斯福路３段２號２樓,02-23680599,內科
元津堂中醫診所,新北市三峽區民生街１４６巷１９號１樓,02-86716522,中醫一般科
元濟中醫診所,南投縣埔里鎮八德路２４３號１樓,049-2906386,中醫一般科
元熙中醫診所,臺中市西屯區永福路１３９號２樓,04-24613333,中醫一般科
元璞牙醫診所,基隆市信義區深溪路２９號１－４樓,02-24663009,牙科
元生中醫診所,高雄市橋頭區德松里中正路１６號,07-6115379,中醫一般科
元生牙醫診所,新北市樹林區三福街３１號,02-26896477,牙科
元生牙醫診所,臺南市安平區國平路５５２巷１０８號,06-2983365,牙科
元生華榮中醫診所,高雄市鼓山區華榮路２１４號１－２樓,07-5866888,中醫一般科
元盛診所,臺中市南區復興路一段２９５號１、２樓,04-22636165,復健科
元真中醫診所,南投縣草屯鎮東美街１０５號１樓,049-2381153,中醫一般科
元真中醫診所,高雄市左營區光興街２３５號１樓,07-5567166,中醫一般科
元祐中醫診所,臺北市萬華區長沙街２段７４號３樓－１,02-27560753,中醫一般科
元祥牙醫診所,新北市新店區中興路１段１９９號,02-89113355,牙科
元福診所,嘉義市西區興業西路３３３號１樓,05-2853300,不分科
元福診所,新北市土城區明德路２段６２號４樓,02-82623313,內科
元禾中醫診所,臺南市安平區建平里府前路二段６１８號１、２樓,06-2950786,中醫一般科
元程婦產科診所,新北市新莊區中華路２段４７號１樓,02-29973838,婦產科;家醫科
元美堂中醫診所,雲林縣斗六市三平里民生路３２號,05-5336569,中醫一般科
元美牙醫診所,臺中市西區大全街４０ 號１樓,04-23750737,牙科
元群眼科診所,臺北市士林區文林路４３７號１、２樓,02-28881711,眼科
元翔診所,基隆市仁愛區忠二路５５號３樓,02-24216696,內科;洗腎科
元興診所,嘉義縣中埔鄉和興村１鄰中山路５段９６９號１樓,05-2390527,內科
元艾美牙醫診所,臺中市北屯區遼寧路一段１４５號１樓、２樓、３樓,04-22450032,牙科
元莊診所,彰化縣花壇鄉花壇村花壇街１８５號,04-7862358,不分科
元華牙醫診所,新北市新莊區民安路１１５號１樓,02-22039365,牙科
元華牙醫診所,臺北市大安區復興南路１段１３５巷１７號２樓之１,02-27813010,牙科
元貞中醫診所,彰化縣彰化市南興里天祥路２１５巷５號１樓,04-7772205,中醫一般科
元貞中醫診所,臺北市信義區松仁路１８８號,02-27205587,中醫一般科
元里診所,臺中市大里區新興路９７號１、２樓,04-24064779,復健科
元隆堂中醫診所,新北市中和區宜安路１９號,02-29417504,中醫一般科
元順診所,臺北市士林區德行西路１０６號１樓,02-28340633,內科
元鴻牙醫診所,臺中市大里區西榮里東榮路１８５號,04-24820098,牙科
元齡牙醫診所,新北市板橋區民權路２５８－６號,02-29681846,牙科
兄弟牙醫診所,澎湖縣馬公市光復路６３號,06-9273695,牙科
兆信內科診所,高雄市新興區中正四路５３號１樓,07-2810108,內科
兆品美學牙醫診所,桃園市桃園區中正路１１１８號１－３樓,03-3172626,牙科
兆康牙醫診所,基隆市信義區東信路７８號,02-24658798,牙科
兆恩牙醫診所,臺北市松山區南京東路４段１６４號５樓之１,02-25149936,牙科
兆揚內科診所,臺中市東區十甲里十甲路４２６號１．２Ｆ,04-22121311,內科
兆春中醫診所,嘉義市東區太平里林森東路８２號,05-2752282,中醫一般科
兆祥牙醫診所,新北市板橋區中正路２３３號１、２樓,02-29671981,牙科
兆福脊椎骨科診所,臺南市中西區法華里五妃街６號１樓,06-2148855,骨科
兆興診所,新北市三重區中興北街１９巷２號１樓,02-29996680,內科
兆豐牙醫診所,臺南市中西區南美里中正路６０號１、２樓,06-2153757,牙科
先進牙醫診所,新北市永和區中和路４０７號１樓２樓,02-29225539,牙科
先進牙醫診所,新竹市東區新光里食品路４１７號,03-5228999,牙科
先進牙醫診所,臺中市北屯區大連路一段９６號,04-22964195,牙科
先進牙醫診所,高雄市三民區十全二路１２２號２樓,07-3161360,牙科
先進診所,臺中市南屯區永春東路８７８號１樓,04-23862433,家醫科
光中身心診所,宜蘭縣宜蘭市光復路３０號２樓,03-9312300,精神科
光仁牙醫診所,宜蘭縣羅東鎮中山路３段３４８號,03-9545079,牙科
光仁牙醫診所,新北市板橋區中正路２３４號,02-22721045,牙科
光仁牙醫診所,高雄市新興區六合一路９６巷４號,07-2366667,牙科
光仁診所,臺中市后里區三豐路４段１７號１樓,04-25562501,兒科;家醫科
光仁診所,臺南市歸仁區媽廟里中正北路３段１４６巷２號,06-2309308,不分科
光仁骨外科診所,臺中市北屯區北屯路３８５之２、之３、之７號１樓及３８５號２樓,04-22341479,外科;骨科
光南牙醫診所,臺中市豐原區中正路３２９號,04-25120888,牙科
光南牙醫診所,臺南市新市區新和里忠孝街１７０號１樓,06-5999368,牙科
光合中醫診所,臺南市新營區中正路１１０之８號,06-6322561,中醫一般科
光合美學牙醫診所,桃園市平鎮區廣成街９號１、２、３樓,03-4910123,牙科
光和數位牙醫診所,新竹縣竹北市光明六路１２１號１樓及２樓,03-5583507,牙科
光和牙醫診所,臺北市士林區基河路２３８－３號１樓,02-28834040,牙科
光大眼科診所,高雄市橋頭區仕隆里成功南路２２７號,07-6118766,眼科
光妍皮膚科診所,臺中市豐原區中正路３７７號１樓及３７９號２樓,04-25205892,皮膚科
光嶼顯微牙醫診所,臺中市西屯區惠中路二段３５號１、２樓,04-22540111,牙科
光彩層峯親子皮膚科診所,桃園市桃園區中山路８１６號１樓８１８號１樓８２０號１樓,03-3787875,外科
光復中醫診所,臺南市永康區西灣里永大路二段２５７號,06-2739797,中醫一般科
光復晨安診所,臺南市善化區文昌里光復路４０號１樓,06-5813771,不分科
光復牙醫診所,新竹市東區綠水里光復路二段３５７號,03-5726508,牙科
光復牙醫診所,花蓮縣光復鄉大同村敦厚路８號,03-8702566,牙科
光復皮膚科診所,雲林縣西螺鎮廣福里光復西路７號,05-5875000,皮膚科
光復眼科診所,雲林縣西螺鎮廣福里光復西路５號、７號１樓,05-5875000,眼科
光復診所,臺南市佳里區東寧里中山路３９８號１樓,06-7234656,不分科
光德中醫診所,彰化縣彰化市大同里太平街７２號,04-7227148,中醫一般科
光忠復健科診所,臺中市北屯區北屯路３８５號３樓,04-22420056,復健科
光恒診所,臺中市北區五權路２６１號１樓,04-22068638,家醫科
光悅牙醫診所,臺北市大安區和平東路２段１８之８號９樓,02-23629312,牙科
光慧診所,臺北市大安區復興南路２段１７６號,02-27555627,精神科
光成診所,雲林縣虎尾鎮林森路一段２６８號,05-6366123,兒科
光振診所,南投縣南投市龍泉里大同街１７４號,049-2222757,不分科
光文牙醫診所,臺南市善化區光文里中山路１３６號１樓,06-5834687,牙科
光文診所,桃園市桃園區三民路一段１７１號１至２樓,03-3353756,內科
光明中醫診所,新竹縣竹北市復興三路二段７０號２樓,03-6586098,中醫一般科
光明中醫診所,桃園市蘆竹區忠孝西路１６６號１、２樓,03-3117689,中醫一般科
光明中醫診所,臺中市大里區光明路１５６之２號１樓,04-24927946,中醫一般科
光明內科診所,臺南市中西區萬昌里府前路１段８０號１、２樓,06-2245555,內科
光明復健診所,新竹縣竹北市復興三路二段７０號１樓,03-6589009,復健科
光明牙醫診所,新北市三重區重新路５段５７５號,02-29995046,牙科
光明牙醫診所,新竹縣竹北市文興路２５９號,03-6685008,牙科
光明牙醫診所,臺中市烏日區前竹里中山路一段１１號,04-23373077,牙科
光明眼科診所,桃園市龜山區萬壽路２段９７８號,03-3596195,不分科;眼科
光明眼科診所,臺中市豐原區豐原里中正路２０號,04-25242775,眼科
光明診所,彰化縣埤頭鄉合興村建興街１３０號,04-8924696,家醫科
光明診所,臺北市北投區石牌路２段９９巷５５號１、２樓,02-28210197,家醫科;骨科
光映美學牙醫診所,桃園市楊梅區大成路２１６號１樓及２樓,03-4880089,牙科
光晟中醫診所,雲林縣虎尾鎮林森路一段３６０巷７－２號,05-6322580,中醫一般科
光晴復健科診所,新北市永和區得和路１１０號１樓，地下１樓,02-29459630,復健科
光晴診所,高雄市新興區開封路３１號１樓,07-2260591,內科;家醫科
光晶妍寶島眼科診所,臺北市萬華區萬大路３５５號（含夾層）,02-23013556,眼科
光晶妍寶島診所,新北市中和區漢生東路３５３號１樓,02-22231919,不分科
光暉診所,高雄市三民區新民路１０６號１樓,07-3907689,不分科
光村牙醫診所,苗栗縣頭份市永福街２９號１樓,037-602759,牙科
光榮中醫診所,臺中市豐原區中山路４８２號,04-25206811,中醫一般科
光榮牙醫診所,雲林縣虎尾鎮立仁里林森路二段１１０號,05-6331615,牙科
光毅牙醫診所,新北市永和區仁愛路１８０號１樓,02-89216050,牙科
光民牙醫診所,基隆市安樂區樂利三街２３５號,02-24316506,牙科
光泰牙醫診所,新北市永和區中正路５４號,02-29417903,牙科
光泰牙醫診所,臺南市東區府宅里府連路１４６號,06-2135608,牙科
光澄牙醫診所,臺南市東區德光里崇德路１０８號１樓,06-2675322,牙科
光玥牙醫診所,新北市板橋區民權路２１６號１－３樓,02-89658002,牙科
光生診所,雲林縣古坑鄉永光村光昌路７７號,05-5827457,不分科
光田牙醫診所,新北市永和區文化路３７號,02-29222300,牙科
光田診所,臺南市永康區鹽行里中正路５３５號,06-2425866,不分科
光田診所,苗栗縣後龍鎮中龍里中華路１５３號,037-730129,不分科;外科
光田診所,高雄市苓雅區苓雅二路１９９號,07-3338336,不分科
光田醫療社團法人光田綜合醫院,臺中市沙鹿區沙田路１１７號、向上路七段１２７號及１２５號,04-26625111,不分科;中醫一般科;兒科;內科;口腔病理科;外科;婦產科;家醫科;復健科;急診醫學科;放射線科;整形外科;核子醫學科;泌尿科;牙科;病理科;皮膚科;眼科;神經外科;神經科;精神科;耳鼻喉科;骨科;麻醉科
光祐牙醫診所,苗栗縣公館鄉大同路１７６號,037-239959,牙科
光禾中醫診所,臺南市中西區赤崁里忠義路二段２５６號１樓,06-2215655,中醫一般科
光禾牙醫診所,嘉義市西區民生北路２９４號１樓,05-2288256,牙科
光禾醫學診所,臺南市中西區赤崁里忠義路二段２５６號１－３樓,06-2215215,復健科
光美中醫診所,臺北市北投區光明路７２巷６６號,02-28913907,中醫一般科
光美學診所,屏東縣屏東市建豐路２１６號,08-7381883,兒科
光美牙醫診所,新北市三重區三和路４段３１６號,02-82872727,牙科
光美牙醫診所,臺北市內湖區民權東路６段１０２號１樓,02-27901788,牙科
光美牙醫診所,臺南市安平區建平里怡平路７７號１、２樓,06-2988381,牙科
光群牙醫診所,彰化縣鹿港鎮泰興里中山路３０號,04-7755503,牙科
光耀牙醫診所,新北市永和區秀朗路１段１７８號,02-29292027,牙科
光耳鼻喉科診所,臺北市萬華區青年路９０號,02-23077565,耳鼻喉科
光能身心診所,臺北市大安區忠孝東路４段１５號８樓,02-27214322,精神科
光與綠牙醫診所,臺北市松山區復興北路３６１巷８號１樓,02-25015018,牙科
光與自然博士眼科診所,桃園市八德區大智路１２３號１樓、１２５號１樓,03-3639950,眼科
光與自然親子眼科診所,桃園市桃園區南平路３０２－５號２樓,03-3586883,眼科
光良牙醫診所,彰化縣溪湖鎮太平里員鹿路三段１９１號,04-8852347,牙科
光荷牙醫診所,屏東縣屏東市廣興里廣勝路２０１號１－２樓,095-8198247,牙科
光華中醫診所,南投縣中寮鄉永平路２４９號,049-2694686,中醫一般科
光華中醫診所,臺中市北屯區崇德路２段３２３號１樓,04-22475959,中醫一般科
光華中醫診所,臺南市新市區新和里華興街１０５號,06-5995789,中醫一般科
光華家醫科診所,臺北市中山區長安東路２段３３號１樓,02-25072342,家醫科
光華牙醫診所,基隆市仁愛區成功一路１１９號及１２１號１樓,02-24339461,牙科
光華牙醫診所,屏東縣潮州鎮光華路１００號,08-7896584,牙科
光華牙醫診所,新竹市北區光華里光華一街６０號,03-5312420,牙科
光華牙醫診所,桃園市龜山區萬壽路二段９６７號,03-3295542,牙科
光華牙醫診所,臺北市士林區延平北路５段１８６號２樓,02-28124507,牙科
光華牙醫診所,臺南市永康區中華路８５０號,06-2313898,牙科
光華診所,新北市新莊區龍安路４７３號１樓,02-22064225,不分科
光華診所,臺中市大肚區蔗趎里遊園路２段２５５號,04-26910451,不分科
光華馬光中醫診所,高雄市苓雅區光華一路１４８－２３號１－２樓,07-7262959,中醫一般科
光裕牙醫診所,臺南市佳里區文化路３３５號,06-7212342,牙科
光遠中醫診所,臺中市南屯區向上路１段６２１號１樓,04-24750745,中醫一般科
光遠牙醫診所,臺南市佳里區忠仁里延平路２３６號１、２樓,06-7233420,牙科
光遠骨科外科診所,高雄市鳳山區光遠路七七號１．２．３樓,07-7418535,外科;骨科
光采整形外科診所,臺中市西區美村路一段５８５號１樓,04-23787338,整形外科
光采牙醫診所,桃園市平鎮區和平路１４７號１、２樓,03-4670202,牙科
光陽診所,南投縣草屯鎮和平里太平路二段２７４號,049-2334203,兒科;內科
光隆中醫診所,桃園市中壢區中央西路二段３９號,03-4016505,中醫一般科
光雄牙醫診所,高雄市新興區光耀里渤海街８６號,07-2266810,牙科
光雄長安醫院,高雄市岡山區岡山路３８０－１號，３７８號，３７６號Ｂ１－７樓,07-6219156,內科;外科;復健科;放射線科;骨科;麻醉科
光馨家庭醫學科診所,臺中市北屯區北屯路３８５之５號１樓及３８５之６號１樓,04-22341479,家醫科
光鹽診所,花蓮縣吉安鄉中山路３段２８１號,03-8534305,家醫科
光麗牙醫診所,臺中市南屯區大墩十四街１４８號１樓,04-23107666,牙科
光點中醫診所,臺北市大同區重慶北路３段２７４之１號實際開業樓層１樓及夾層,02-25932555,中醫一般科
光點眼科診所,新北市中和區景安路８８號１樓及８８之１號（２樓）,02-22422543,眼科
兌口腔顎面外科牙醫診所,新竹縣竹北市復興二路２６５號１樓、１樓夾層及２樓,03-6586226,口腔顎面外科
兒林小兒科診所,新北市板橋區廣和街９０號及９２號１樓,02-89523069,兒科
兒樂吉診所,新北市蘆洲區民族路２６７號１樓,02-22812787,兒科
兒童中心診所,基隆市中正區義一路４６號,02-24212577,兒科
內埔中醫診所,屏東縣內埔鄉學人路７２９號,08-7797529,中醫一般科
內埔診所,屏東縣內埔鄉內埔村清華路１７號,08-7791633,不分科
內壢仁心堂中醫診所,桃園市中壢區仁愛路１１號１樓,03-4555253,中醫一般科
內壢康澤復健科診所,桃園市中壢區信義路８３號１樓至３樓及８７號１樓,03-2716129,復健科
內壢風澤中醫診所,桃園市中壢區環中東路１４９號１樓,03-4556672,中醫一般科
內政部役政署附設成功嶺醫務室,臺中市烏日區中山路三段５０２號１樓,04-23460236,不分科
內湖中醫診所,臺北市內湖區成功路３段１７４巷１號１樓３樓,02-27909187,中醫一般科
內湖大學眼科診所,臺北市內湖區文德路１００號１、２樓,02-27951001,眼科
內湖容光皮膚專科診所,臺北市內湖區康寧路３段８號（１、２樓）,02-26305538,皮膚科
內湖翰林眼科診所,臺北市內湖區成功路３段１８３號２樓,02-87922296,眼科
內湖芸安堂中醫診所,臺北市內湖區內湖路１段５９５號１樓,02-26279991,中醫一般科
內湖身心精神科診所,臺北市內湖區內湖路１段４３９號１樓,02-26271028,精神科
內湖長春診所,臺北市內湖區民權東路６段６４號,02-27926868,外科;家醫科
內湖雅德思牙醫診所,臺北市內湖區瑞光路１０８號１樓,02-87912390,牙科
內湖１０１健康管理診所,臺北市內湖區瑞光路３３７號（９樓及１０樓）,02-26583399,不分科
全一中醫診所,彰化縣彰化市中正里中正路一段４３號,04-7243186,中醫一般科
全人中醫診所,嘉義市東區軍輝路２１８號１、２樓,05-2399013,中醫一般科
全人中醫診所,新北市板橋區中山路２段２６２號１～２樓,02-29649699,中醫一般科
全人診所,花蓮縣花蓮市中福路１５８號,03-8358568,家醫科
全仁中醫診所,臺南市東區崇成里崇道路２０號１樓,06-2679789,中醫一般科
全佑家庭醫學科診所,臺中市清水區中興里新興路２６０號,04-26222011,家醫科
全信牙醫診所,臺南市安南區海佃路一段２７２號,06-2807271,牙科
全信賴診所,臺中市大甲區甲后路５段２６７號１樓、２樓,04-26762248,兒科
全元堂中醫診所,新北市淡水區民權路１８５巷７號１樓,02-88098837,中醫一般科
全冠牙醫診所,新北市新莊區中正路８７９－２號１樓,02-29062776,牙科
全冠診所,高雄市三民區十全一路３６５號１樓,07-3222600,不分科
全加診所,高雄市燕巢區中民路５４７號１樓,07-6162838,兒科;耳鼻喉科
全友牙醫診所,宜蘭縣宜蘭市新興路６２號,03-9330238,牙科
全友牙醫診所,臺中市太平區樹孝路７１號,04-23938365,牙科
全右診所,桃園市蘆竹區中山路３４號１樓,03-2126100,不分科
全品牙醫診所,新北市中和區員山路１１２號,02-82214053,牙科
全品牙醫診所,桃園市桃園區中山北路４７號,03-3371837,牙科
全品牙醫診所,臺北市大同區寧夏路１１０－３號,02-25575513,牙科
全嘉耳鼻喉科診所,新北市蘆洲區長安街１５６號１樓,02-22830732,耳鼻喉科
全國牙醫診所,臺中市北屯區平安里崇德路一段５４８之１號,04-22354930,牙科
全奕診所,雲林縣莿桐鄉中山路５３號,05-5840855,不分科
全威復健科診所,新北市新莊區復興路二段１６４號１、２樓及１６６號１、２樓,02-89928888,復健科
全威牙醫診所,臺中市西屯區西屯路３段１６９－１號１、２樓,04-24616100,牙科
全威診所,臺中市東區合作里力行路４５號,04-23606146,不分科
全威診所,臺南市永康區中興里中華路２１０號１、２、３樓,06-3126088,骨科
全安堂中醫診所,苗栗縣竹南鎮立達街81號1樓,037-460700,中醫一般科
全安牙醫診所,新北市板橋區雙十路３段３５號,02-22506938,牙科
全安診所,嘉義市西區興達路３５３號１樓,05-2911919,不分科
全安診所,嘉義縣新港鄉宮前村１９鄰中山路８１號,05-3746152,家醫科
全安診所,基隆市七堵區明德一路１５０號１樓,02-24554997,不分科
全安診所,桃園市桃園區介壽路288號1-4樓,03-3763377,內科
全家家庭醫學科診所,臺中市西屯區成都路２１９號１樓,04-23172989,家醫科
全家牙醫診所,新竹市北區武陵里武陵路７３巷６號,03-5409188,牙科
全家牙醫診所,桃園市龜山區萬壽路二段1002之2號1樓,03-3506743,牙科
全家牙醫診所,澎湖縣馬公市光復路２３９號,06-9266543,牙科
全家牙醫診所,臺中市大里區益民路二段２５８號,04-24823777,牙科
全家牙醫診所,臺北市文山區木柵路２段１４３號,02-22346393,牙科
